,Sentiment,Sentiment Num,Multi,Prediction,Text,Correct2_A,Correct5_A,Correct2_B,Correct5_B,Correct2_C,Correct5_C,Correct2_D,Correct5_D
1996,Negative,-1,-2,-1,There     's   nothing   provocative   about   this  film   save   for    the  ways    in  which   it   studiously   avoids   provoking  thought  .,yes,yes,yes,yes,yes,yes,yes,yes
1998,Negative,-1,-2,-1,"      The  premise   for   this   kegger  comedy   probably    sounded      brilliant  four  six-packs  and    a  pitcher   of  margaritas  in  ,  but    the  film   must   have   been    written  ...   in the thrall   of   a   vicious  hangover  .",yes,yes,yes,yes,yes,yes,yes,yes
2000,Negative,-1,-2,-1,  The   film  equivalent   of    a   toy  chest    whose  contents  get    scattered   over    the  course   of   80  minutes  .,yes,yes,yes,yes,yes,yes,yes,yes
2001,Negative,-1,-2,-1,Just   a   bloody   mess  .,yes,yes,yes,yes,yes,yes,yes,yes
2002,Negative,-1,-2,1,   Creepy  but  ultimately  unsatisfying   thriller  .,yes,yes,yes,yes,yes,yes,yes,yes
2003,Negative,-1,-2,1,"You    would   be    better  off   investing   in       the   worthy   EMI  recording   that   serves   as   the  soundtrack  ,  or    the   home  video   of   the   1992   Malfitano-Domingo  production  .",yes,yes,yes,yes,yes,yes,yes,yes
2004,Neutral,0,0,1,     Has  something   to  say  ...  but   it   is    a   statement   and   issue  worthy   of   a       much  more     thoughtfulness  and  insight   than   a  melodramatic  and   wholly  predictable  thriller .,yes,yes,yes,yes,yes,yes,yes,yes
2005,Negative,-1,-2,-1,Bears    is  bad  .,yes,no,yes,yes,no,yes,yes,yes
2006,Negative,-1,-2,-1,"Not         `   terrible   filmmaking  '     bad  ,  but  more  like   ,   '    I   once   had    a  nightmare   like  this  ,  and   it    's  now   coming    true  '  bad  .",yes,yes,yes,yes,yes,yes,yes,yes
2008,Negative,-1,-2,1,"George   ,    hire     a   real  director  and    good  writers   for   the   next  installment   ,   please  .",yes,yes,yes,yes,yes,yes,yes,yes
2011,Negative,-1,-2,1,"   Extreme  Oops  -  oops   ,   ops   ,    no   matter   how   you   spell  it   ,   it     's  still   a   mistake   to   go   see  it  .",yes,yes,yes,yes,yes,yes,yes,yes
2012,Negative,-1,-2,1, What     could  and  should   have   been    biting  and  droll     is  instead    a   tepid  waste   of    time  and  talent  .,yes,yes,yes,yes,yes,yes,yes,yes
2016,Negative,-1,-2,-1,Here    's   a    self-congratulatory  3D   IMAX  rah-rah  .,yes,yes,yes,yes,yes,yes,yes,yes
2017,Positive,1,2,1,"Eastwood       is    an  icon   of    moviemaking  ,   one   of       the   best  actors  ,  directors  and  producers  around  ,   responsible   for   some   excellent  work  .",yes,yes,yes,yes,yes,yes,yes,yes
2019,Negative,-1,-2,-1,   A   sophomoric  exploration   of   `     life  problems  '    most  people  solved      long  ago  --  or   at  least     got    tired   of   hearing  people  kvetch  about  .,yes,yes,yes,yes,yes,yes,yes,yes
2021,Negative,-1,-2,-1,  The  impact   of   the   Armenian  genocide    is   diluted   by     too  much   stage  business   in   the   modern  day  .,yes,yes,yes,yes,yes,yes,yes,yes
2022,Negative,-1,-2,1, Going   to   the  website    may     be  just   as   fun     -LRB-  and  scary  -RRB-   as   going   to   the  film  .,yes,yes,yes,yes,yes,yes,yes,yes
2023,Negative,-1,-1,1,"     Lacking  gravitas   ,   MacDowell   is    a  placeholder   for  grief  ,  and    ergo   this   sloppy  drama   is   an   empty  vessel  .",yes,no,yes,yes,no,yes,yes,yes
2027,Negative,-1,-2,1,"    A  shambles   of     a  movie  --       visually  unattractive  ,   unbearably  loud  and   utterly  silly  ...    its  hilarity   is   completely  unintentional  .",yes,yes,yes,yes,yes,yes,yes,yes
2028,Negative,-1,-1,1, De  Niro    may    enjoy   the   same   free  ride   from   critics   afforded   to    Clint  Eastwood   in   the   lazy  Bloodwork  .,yes,yes,yes,yes,yes,yes,yes,yes
2029,Negative,-1,-1,1,"But    like    Bruce   Springsteen  's   gone-to-pot   Asbury     Park  ,  New  Jersey   ,     this   sad-sack  waste   of   a  movie    is    a  City   of  ruins  .",yes,yes,yes,yes,yes,yes,yes,yes
2030,Negative,-1,-2,1,"No   ,   it     's  not    nearly   as  good   as   any   of   its  influences  .",yes,yes,yes,yes,yes,yes,yes,yes
2032,Neutral,0,0,1,"  The  rest   of   the  plot    is   impossible   to   explain   without   blowing   whatever   tension   there     is  ,   although   it   's   more  comedy   than    suspense   De  Palma  creates  .",no,no,yes,yes,no,yes,yes,yes
2033,Negative,-1,-2,-1,"     Human  Nature   talks   the  talk  ,  but   it   fails   to   walk    the   silly  walk   that   distinguishes    the   merely  quirky   from   the  surreal  .",yes,yes,yes,yes,yes,yes,yes,yes
2034,Positive,1,1,1,"    City   by   the  Sea   is    the   cinematic  equivalent   of   defensive  driving  :   It   's     careful   ,  conscientious  and   makes   no   major  mistakes  .",yes,no,yes,yes,no,yes,yes,yes
2037,Negative,-1,-2,-1, What   could   have   been    a   neat   little  story   about   believing   in  yourself    is   swamped   by   heavy-handed  melodrama  .,yes,yes,yes,yes,yes,yes,yes,yes
2040,Negative,-1,-2,1, A   bigger  holiday    downer   than   your   end-of-year   401   -LRB-   k   -RRB-  statement  .,yes,yes,yes,yes,yes,yes,yes,yes
2041,Negative,-1,-2,1, The   whole  thing     plays  out   with     the   drowsy  heaviness   of   synchronized  swimmer   wearing   a   wool  wetsuit  .,yes,yes,yes,no,yes,yes,yes,yes
2042,Negative,-1,-2,1, Fairly   successful   at    faking    some    pretty  cool  stunts   but   a   complete  failure   at   trying   to   create   some    pretty  cool  characters  .,yes,yes,yes,yes,yes,yes,yes,yes
2044,Neutral,0,0,1,"    It    will  probably   prove    interesting   to   Ram  Dass  fans  ,  but    to  others   it   may   feel   like    a  parody   of    the   mellow   ,   peace-and-love  side   of   the   '60s  counterculture .",yes,yes,yes,yes,yes,yes,yes,yes
2045,Neutral,0,0,1,      Take  away     all   the  cliches  and    the   carbon   copy  scenes   from   every   drug  movie   we   've  seen  and  all   you   have  left    are    John   Leguizamo  's   cool  jackets (2 .,yes,yes,yes,yes,yes,yes,yes,yes
2047,Negative,-1,-2,1,Showtime    is   closer   to  Slowtime  .,yes,yes,yes,yes,yes,yes,yes,yes
2048,Negative,-1,-2,1,"    It   may   be   an   easy   swipe   to  take  ,  but    this  Barbershop   just    does  n't   make   the  cut  .",yes,yes,yes,yes,yes,yes,yes,yes
2049,Negative,-1,-1,-1,"      The  Weight   of  Water    uses  water   as    a  metaphor   for   subconscious  desire  ,  but    this   leaky  script   barely   stays  afloat  .",yes,no,yes,yes,no,yes,yes,yes
2051,Negative,-1,-2,-1," Despite     a   blue-chip  cast  and   a   provocative  title   ,     writer-director   Peter   Mattei  's   first  feature    microwaves    dull   leftover   romantic  motifs   basted   in   faux-contemporary  gravy  .",yes,yes,yes,yes,yes,yes,yes,yes
2053,Negative,-1,-1,1,  The   only  element   of  suspense    is   whether    the  movie   will     change    titles  or  distributors  again   before   the   closing   credits  roll  .,yes,yes,yes,yes,yes,yes,yes,yes
2055,Negative,-1,-2,-1,It     's  disappointing   when   filmmakers    throw   a   few   big-name    actors  and  cameos   at   a   hokey  script  .,yes,no,yes,yes,no,yes,yes,yes
2057,Negative,-1,-2,1,It     's   as  flat   as     an   open  can   of  pop   left   sitting   in   the  sun  .,yes,yes,yes,yes,yes,yes,yes,yes
2058,Positive,1,1,-1, An   eccentric   little  comic\/thriller   deeply    in   love   with   its   own   quirky  personality  .,no,no,yes,yes,no,yes,yes,yes
2059,Negative,-1,-1,-1,"    Afraid   to   pitch   into  farce  ,  yet   only   half-hearted   in   its   spy  mechanics   ,    All    the   Queen  's  Men     is  finally    just  one   long  drag  .",yes,yes,yes,yes,yes,yes,yes,yes
2062,Neutral,0,0,-1, Passably    entertaining  but  also     mechanical  and  joyless  .,yes,yes,yes,yes,yes,yes,yes,yes
2063,Negative,-1,-2,1,"  Safe  Conduct   ,   however     ambitious  and  well-intentioned  ,    fails   to   hit    the   entertainment   bull  's   -  eye  .",yes,yes,yes,no,yes,yes,yes,yes
2067,Negative,-1,-2,-1,"    It   's     push-the-limits   teen  comedy  ,    the  type   written   by   people   who    ca  n't    come  up   with   legitimate  funny  ,  and   it   's     used  so  extensively   that   good bits   are  hopelessly  overshadowed  .",yes,yes,yes,yes,yes,yes,yes,yes
2070,Negative,-1,-2,-1,A    movie   that     tries   to   fuse    the  two   `   woods  '  but    winds  up   a   Bolly-Holly   masala  mess  .,yes,yes,yes,yes,yes,yes,yes,yes
2071,Positive,1,1,-1, Mr.   Wedge   and   Mr.  Saldanha      handle    the  mix   of   verbal  jokes  and   slapstick  well  .,yes,yes,yes,yes,yes,yes,yes,yes
2073,Negative,-1,-2,-1,"  Leaves  you   with    a  knot   in   your  stomach   ,    its  power    is   undercut   by   its   own   head-banging  obviousness  .",yes,yes,yes,yes,yes,yes,yes,yes
2074,Negative,-1,-1,1, Watching  it    is   rather   like    an   overlong  visit   from    a   large  group   of   your  relatives  .,yes,yes,yes,yes,yes,yes,yes,yes
2075,Negative,-1,-2,-1," As    your  relatives    swap   one   mundane  story   after  another   ,   you    begin   to   wonder   if   they    are  ever   going   to  depart  .",yes,yes,yes,yes,yes,yes,yes,yes
2078,Negative,-1,-2,1,"  The   only  thing   that    could  possibly   make   them   less   interesting   than   they   already  are    is   for   them   to    get   full  montied   into   a   scrappy   ,   jovial  team  .",yes,yes,yes,yes,yes,yes,yes,yes
2079,Negative,-1,-2,-1,"     One   of    those  movies   where   you    walk  out   of    the  theater   not  feeling   cheated  exactly  ,  but   feeling     pandered  to  ,   which   ,    in   the  end   ,   might   be (1  (2 all   the  more  infuriating  .",yes,yes,yes,yes,yes,yes,yes,yes
2080,Negative,-1,-2,-1,...    this  movie     has    a   glossy  coat   of   action   movie   excess   while   remaining  heartless   at   its  core  .,yes,yes,yes,no,yes,yes,yes,yes
2081,Negative,-1,-1,1,   Murder    By  Numbers   is   like    a  couple   of   mediocre  TV-movie  -    of-the-week  films   clumsily   stuck  together  .,yes,no,yes,yes,no,yes,yes,yes
2082,Positive,1,1,1," The  film    is   surprisingly   well-directed   by     Brett  Ratner  ,   who   keeps   things     moving  well  --    at  least   until   the   problematic   third  act  .",yes,yes,yes,yes,yes,yes,yes,yes
2085,Negative,-1,-1,-1,"Showtime     is   one   of    the   hapless  victims   of   the  arrogant   ``     if   we      put  together     a   wry   white  man  and   a   chatty   black  man  and    give  them  guns ,  the  movie   will   be  funny   ''  syndrome  .",yes,yes,yes,yes,yes,yes,yes,yes
2087,Negative,-1,-1,1,  Do  n't   waste   your  money  .,yes,yes,yes,no,yes,yes,yes,yes
2088,Neutral,0,0,-1," Though   certainly   original   in  form   ,    Altar  Boys    requires    a  taste   for     Swamp   Thing-type  animation  ,   doubled   with   a   deafening  score  .",no,no,yes,yes,no,yes,yes,yes
2090,Negative,-1,-2,-1,There     's  not   enough   to   sustain   the  comedy  .,yes,yes,yes,yes,yes,yes,yes,yes
2091,Negative,-1,-2,-1," Like   those   to  Rome   ,     all  roads   in   The   Banger  Sisters   inevitably    lead   to      a  joke   about    Hawn  's  breasts  ,   which   constantly   threaten   to   upstage    the  woman sporting  them  .",yes,yes,yes,no,yes,yes,yes,yes
2092,Neutral,0,0,-1,We    may   get      the   full   visceral  impact   of    a   ruthless  army   on   the  warpath  but    no  sense   of    the   devilish  complexity   of   the   Balkans  conflict  .,yes,yes,yes,yes,yes,yes,yes,yes
2093,Negative,-1,-1,1,You     're   better  off     staying  home  and   watching   The  X-Files  .,yes,yes,yes,yes,yes,yes,yes,yes
2094,Negative,-1,-2,-1,"Chaotic   ,     self-indulgent  and   remarkably   ugly   to   look  at   ,   it     's  ...    like    a  series   of    pretentiously  awful   student  films    strung  together   into   one   feature-length  horror .",yes,yes,yes,yes,yes,yes,yes,yes
2096,Negative,-1,-2,-1,This     is    the  type   of   movie   best   enjoyed   by   frat   boys   and   college  kids   while     sucking   on   the  bong  and    downing   one   alcoholic  beverage   after  another  .,yes,yes,yes,yes,yes,yes,yes,yes
2097,Negative,-1,-2,-1,   Friday    After  Next   has    the   same  problem   that    Next  Friday  did  --   it   's   called   Where   's    Chris  Tucker   When   You   Need  Him  ?,yes,yes,yes,no,yes,yes,yes,yes
2098,Neutral,0,0,1, This  film    is   full   of  rabbits  .,yes,yes,yes,yes,yes,yes,yes,yes
2099,Neutral,0,0,-1,Brimful  .,yes,yes,yes,no,yes,yes,yes,yes
2101,Negative,-1,-2,1,I    weep   for    the  future   when     a   good  portion   of    the    respected  critical  community   in   this  country   consider    Blue  Crush   to   be    an   intelligent  film   about   young  women  .,yes,yes,yes,yes,yes,yes,yes,yes
2102,Negative,-1,-2,1,I    kept   wishing     I   was   watching    a  documentary   about   the   wartime  Navajos  and   what   they   accomplished   instead   of    all   this  specious   Hollywood  hoo-ha  .,yes,yes,yes,no,yes,yes,yes,yes
2103,Negative,-1,-2,1,"  No  number   of         fantastic  sets  ,  extras  ,  costumes  and   spectacular  locales    can    disguise   the  emptiness   at    the  center   of   the  story  .",yes,yes,yes,yes,yes,yes,yes,yes
2105,Negative,-1,-1,1,   Could   The   Country  Bears  really   be   as   bad   as   its  trailers  ?,no,no,yes,yes,no,yes,yes,yes
2107,Negative,-1,-1,-1, If    High  Crimes   were    any  more  generic   it    would   have    a   universal   product  code   instead   of   a  title  .,yes,yes,yes,no,yes,yes,yes,yes
2108,Negative,-1,-2,-1,"Reggio     falls  victim   to    relying   on   the   very   digital  technology   that   he     fervently  scorns  ,   creating   a       meandering  ,  inarticulate  and   ultimately  disappointing  film  .",yes,yes,yes,no,yes,yes,yes,yes
2111,Negative,-1,-2,1,  The  problem   with   this  film    is   that   it   's   forced   to    make   its   characters  idiots    in  order   to   advance   the  plot  .,yes,yes,yes,no,yes,yes,yes,yes
2112,Negative,-1,-1,1,"  Had   anyone  here   done   anything   remotely  intelligent   ,   we   all    could   have   stopped   watching   long  ago  .",yes,yes,yes,yes,yes,yes,yes,yes
2113,Negative,-1,-2,1," Despite    the  authenticity   of   the  trappings   ,    the  film    is       overblown   in   its  plotting  ,   hackneyed   in   its  dialogue  and   anachronistic   in   its  style  .",yes,yes,yes,yes,yes,yes,yes,yes
2114,Negative,-1,-2,-1,   Murder  and  mayhem   of   this  sort   quickly    becomes  monotonous  .,yes,yes,yes,no,yes,yes,yes,yes
2116,Positive,1,1,-1," That  Zhang    would   make   such    a    strainingly  cute  film    --      with    a   blind  orphan   at   its  center  ,   no  less  --   indicates   where    his  ambitions   have  wandered  .",no,no,yes,yes,no,yes,yes,yes
2117,Neutral,0,0,1,  The   Gantzes  '  interviews    tend   to    let   the  guys   off   the  hook  .,yes,yes,yes,no,yes,yes,yes,yes
2118,Negative,-1,-2,-1,"        The  streets  ,   shot   by   cinematographer   Michael  Ballhaus  ,   may    be   as  authentic   as   they   are  mean  ,  but   it    is   nearly  impossible   to   care   about   what   happens  on  them  .",yes,yes,yes,yes,yes,yes,yes,yes
2122,Negative,-1,-2,1, A   TV  episode    inflated   past   its   natural  length  .,yes,yes,yes,yes,yes,yes,yes,yes
2125,Negative,-1,-2,1,"    There    are    weird  resonances   between    actor  and  role  here  ,  and   they    're  not   exactly  flattering  .",yes,yes,yes,no,yes,yes,yes,yes
2127,Negative,-1,-1,-1, The  story   ...    is    moldy  and  obvious  .,yes,yes,yes,yes,yes,yes,yes,yes
2131,Negative,-1,-2,1," Even   if    Britney  Spears   is   really  cute   ,    her  movie    is   really  bad  .",yes,yes,yes,yes,yes,yes,yes,yes
2132,Negative,-1,-2,1, Big   Fat  Liar     is  just    futile  silliness   looking   to   tap   into   the   kiddie  sensibilities  .,yes,yes,yes,yes,yes,yes,yes,yes
2134,Negative,-1,-2,1, All   the   necessary  exposition     prevents   the  picture   from   rising   above     your   generic  sand  'n'   sandal  adventure  .,yes,yes,yes,yes,yes,yes,yes,yes
