Sentiment,Sentiment Num,Multi,Text
Positive,1,1,I    loved   looking   at   this  movie  .
Negative,-1,-2,I   just     did  n't    care   as  much   for   the  story  .
Neutral,0,0, Has   all      the  poignancy   of   a   Hallmark  card  and    all   the  comedy   of   a   Gallagher   stand-up  act  .
Negative,-1,-2,"    It    does  n't   do   the   original   any   particular  dishonor  ,  but   neither   does   it   exude   any    charm  or  personality  ."
Negative,-1,-1,fear    dot   com   is     so  rambling  and   disconnected   it   never   builds   any  suspense  .
Neutral,0,0,"  A   gorgeous   ,   somnolent  show   that    is  splendidly    mummified  and  thoroughly   unsurprising  ."
Negative,-1,-1,"   It   feels   like    a   community   theater  production   of   a   great   Broadway  play  :    Even   at   its  best   ,   it    will  never    hold   a  candle   to   the  original  ."
Neutral,0,0, The  film   apparently      takes  place   in   a   fantasy  world   where    people   in   hotel  hallways    recite   poetry   in  voice-over   instead   of   speaking   to   each  other  .
Neutral,0,0,  The  element   of  surprise    might   be    the   only  thing    Femme  Fatale   has   going   for  it  .
Negative,-1,-2,"    It   's     the  kind   of  movie   you     ca  n't  quite   recommend   because   it   is     all  windup  and    not  much   of   a  pitch  ,  yet   you    ca  n't   bring   yourself to (0dislike (2 it  ."
Negative,-1,-2,"    Maybe   it   's   asking   too  much  ,  but    if    a  movie    is  truly   going   to   inspire  me   ,   I   want    a  little   more   than  this  ."
Negative,-1,-2,"   A  graceless  ,     witless  attempt   at  mating    Some   Like  It   Hot   with   the   WWII   espionage  thriller  ."
Negative,-1,-2,   The  story  and  characters     are  nowhere   near   gripping  enough  .
Negative,-1,-2," Based   on   a   David   Leavitt  story   ,    the  film    shares     that   writer  's   usual  blend   of       observant  cleverness  ,   too-facile  coincidence  and    slightly  noxious  preciousness  ."
Neutral,0,0," Just     like     every   other   Seagal  movie  ,   only  louder  and   without   that   silly  ponytail  ."
Neutral,0,0," To   enjoy     this   movie  's   sharp   dialogue   and   delightful  performance   by    Jolie  and  Burns   ,   you    have   to   gloss   over   the   no   sense  ending  ."
Negative,-1,-1,  National   Lampoon  's   Van  Wilder   could   be    the   worst  thing   to    come  out   of    National  Lampoon   since   Class  Reunion
Negative,-1,-2,"    This   is    a   great  subject   for   a  movie  ,  but   Hollywood   has     squandered   the  opportunity  ,     using  it   as      a  prop   for   warmed-over  melodrama  and    the  kind   of choreographed mayhem   that    director   John  Woo   has    built   his  career  on  ."
Negative,-1,-1,  Ecks   this  one   off   your   must-see  list  .
Negative,-1,-2,"Overall   ,    the  film     misses    the  brilliance   of    Jelinek  's  novel   by   some  way  ."
Negative,-1,-2,It    settles   for   being   merely  grim  .
Negative,-1,-1,"     The  Irwins   emerge  unscathed  ,  but    the   fictional  footage   is    unconvincing  and   criminally   badly  acted  ."
Neutral,0,0,"It     's  not    thirsty   ,   consuming  passion   which   drives   this  movie  ."
Negative,-1,-1,"     No   ,   it   's    the  repetition   of   said  behavior  ,  and  so    Children   of   the  Century      is   more  mindless  love   than      mad  ,   more  grating  and  boring   than anything (2 else  ."
Negative,-1,-2," Just   because   it   really   happened   to  you   ,   honey   ,     does  n't   mean   that   it   's   interesting   to   anyone  else  ."
Neutral,0,0," Just   like   the   deli  sandwich   :      lots   of  ham  ,     lots   of  cheese  ,   with   a    sickly  sweet   coating   to     disguise   its  excrescence   until  just    after   -LRB-    or (2 during -RRB-  consumption   of   its   second  half  ."
Neutral,0,0, Every     so  often  a  movie     comes  along   that    confirms     one  's   worse  fears   about  civilization   as   we   know  it  .
Neutral,0,0, The   New  Guy    is   one   of  them  .
Negative,-1,-1,This     is  n't    a   ``   Friday   ''  worth   waiting  for  .
Neutral,0,0, Everything   that   's   worthwhile   about   Collision  Course     can  already   be   seen   on  television  .
Neutral,0,0," If    this  movie   belonged   to   a  sorority   ,   it    would   be   called   Beta   Alpha  Delta  ."
Neutral,0,0," Not   a   cheap   slasher  flick   ,    as    the   subject  matter      would  suggest  ,  but      is   a  little   like   a   nature  film  ,   showing     a   patient  predator  and   his   foolish prey ."
Negative,-1,-2,  Uneasy  mishmash   of    styles  and  genres  .
Negative,-1,-2,"    Herzog    is  obviously    looking   for   a  moral   to   his  fable  ,  but     the  notion   that     a   strong   ,   unified  showing   among    Germany  and   Eastern   European  Jews   might have (2  changed   20th-Century  history   is   undermined   by    Ahola  's   inadequate  performance  ."
Negative,-1,-2," All   in  all   ,   there    's    only   one  thing   to   root    for  :   expulsion   for  everyone  ."
Negative,-1,-2, Beyond    a  handful   of    mildly  amusing  lines   ...    there   just    is  n't   much   to   laugh  at  .
Neutral,0,0, Secret  Ballot     is   too  contemplative   to   be   really  funny  .
Negative,-1,-2,  The   film  's  center     will  not  hold  .
Negative,-1,-2,"   Myers   never   knows   when   to   let    a  gag  die  ;   thus   ,   we   're    subjected   to    one   mind-numbingly   lengthy  riff   on   poo   and   pee  jokes   after  another  ."
Negative,-1,-2, Too  lazy    to   take   advantage   of   its   semi-humorous  premise  .
Negative,-1,-2,"     A   great  ending    does  n't    make  up   for   a   weak  movie  ,  and    Crazy   as  Hell     does  n't  even   have   a   great  ending  ."
Negative,-1,-2,"  Dialogue-heavy  and        too   cerebral   for   its   own  good  --  or   ,    at   any  rate  ,   too  cerebral   for   its   racy   subject  matter  ."
Negative,-1,-2,"  Its  over-reliance   on       genre  conventions  ,   character  types  and   formulaic   conflict  resolutions    crushes    all   the  goodwill   it   otherwise  develops  ."
Negative,-1,-2," As   an  actor   ,    The  Rock    is   aptly  named  ."
Negative,-1,-2, A   mostly  tired    retread   of   several   other   mob  tales  .
Negative,-1,-1,"    I   wish   I   could   say   ``    Thank   God  It    's  Friday  ''  ,  but     the  truth   of   the  matter   is   I    was  glad   when   it   was  over  ."
Negative,-1,-2, Nothing   about  it   fits  .
Negative,-1,-2," As   it   abruptly   crosscuts   among   the   five  friends   ,   it    fails   to    lend    the   characters  '   individual  stories    enough  dramatic   resonance   to   make   us   care   about  them ."
Negative,-1,-2,"Somehow   we    're   meant   to   buy   that    this   doting  mother   would         shun   her  kids  ,   travel   to   one   of    the    most  dangerous  parts   of   the  world  ,   don  fatigues (2 and   become   G.I.  Jane  ."
Negative,-1,-2,     The  cast    is   so  low-wattage   that    none   of   the  characters    comes  off   as  big  ...  and    the  setting   remains  indistinct  .
Negative,-1,-2, Consider    the   title  's   clunk-on-the-head   that   suggests    the   overtime  someone    put  in   to    come  up   with   an    irritatingly  unimaginative   retread  concept  .
Negative,-1,-2, The  movie   quickly    drags   on   becoming    boring  and  predictable  .
Negative,-1,-2,I    tried   to    read   the  time   on   my  watch  .
Negative,-1,-1," The  film     makes   a   tragic  error   by      going  on   for   too  long  ,   trying   to   mirror    every   subsequent  event   in       Chinese  history  :      war  ,  revolution  ,  Communism , etc.  ."
Neutral,0,0,"Johnson    has   ,    in   his   first  film   ,   set   himself    a  task   he     is  not   nearly  up  to  ."
Negative,-1,-2,"Ultimately   the   project   comes   across     as  clinical  ,      detached  ,  uninvolving  ,   possibly    prompting   audience  members   to      wonder  ,  `   What    's   the  point  ?  '"
Negative,-1,-2,"     The   two  leads    are  almost    good  enough   to   camouflage   the   dopey  plot  ,  but       so   much   naturalistic   small  talk  ,   delivered   in    almost  muffled  exchanges  ,   eventually has  (2 a   lulling  effect  ."
Negative,-1,-2," The  film        meant  well   in    its   horse  tale   about  freedom  ,  but    was  n't   able   to    reach   the  heart   because   it   was   too  overbearing  ."
Negative,-1,-1,"    The  movie     is    as  far   as   you   can   get   from  racy  ,   to    the  point   where   it   almost    stops   the   blood  flow   to   your  brain  ;   it   has   a   dull , (2 costumey  feel  ."
Negative,-1,-2," Once    the  audience    figure  out   what   's   being  said   ,     the   filmmaker  's   relative  passivity    will   make   it   tough   for   them   to   really  care  ."
Negative,-1,-2,There     's   nothing   provocative   about   this  film   save   for    the  ways    in  which   it   studiously   avoids   provoking  thought  .
Neutral,0,0,"It       seems   just   a    long   ,  convoluted  ploy   to    get  men   into  drag  --     period  drag  ,   no  less  ."
Negative,-1,-2,"      The  premise   for   this   kegger  comedy   probably    sounded      brilliant  four  six-packs  and    a  pitcher   of  margaritas  in  ,  but    the  film   must   have   been    written  ...   in the thrall   of   a   vicious  hangover  ."
Negative,-1,-1," Even   by   dumb   action-movie  standards   ,     Ballistic  :    Ecks  vs.  Sever    is   a   dumb   action  movie  ."
Negative,-1,-2,  The   film  equivalent   of    a   toy  chest    whose  contents  get    scattered   over    the  course   of   80  minutes  .
Negative,-1,-2,Just   a   bloody   mess  .
Negative,-1,-2,   Creepy  but  ultimately  unsatisfying   thriller  .
Negative,-1,-2,"You    would   be    better  off   investing   in       the   worthy   EMI  recording   that   serves   as   the  soundtrack  ,  or    the   home  video   of   the   1992   Malfitano-Domingo  production  ."
Neutral,0,0,     Has  something   to  say  ...  but   it   is    a   statement   and   issue  worthy   of   a       much  more     thoughtfulness  and  insight   than   a  melodramatic  and   wholly  predictable  thriller .
Negative,-1,-2,Bears    is  bad  .
Negative,-1,-2,"Not         `   terrible   filmmaking  '     bad  ,  but  more  like   ,   '    I   once   had    a  nightmare   like  this  ,  and   it    's  now   coming    true  '  bad  ."
Neutral,0,0," As    is   most  commonly   case   with   projects   such   noble   and   lofty  ambitions   ,    the  film    is    less  poetic   than   simply  pretentious  ."
Negative,-1,-2,"George   ,    hire     a   real  director  and    good  writers   for   the   next  installment   ,   please  ."
Negative,-1,-2," For    a  film   about   two   mismatched  buddies   ,    Crystal   and   De  Niro    share      little   screen  time  and  even   less  chemistry  ."
Neutral,0,0,"  However  clever   Nelson   has   been   in    providing  variation   within    the  confines   of   her    structure  and  staging   ,    the  question    remains   whether   this      should  ,  indeed  , have been  presented   as   a   theatrical  release  ."
Negative,-1,-2,"   Extreme  Oops  -  oops   ,   ops   ,    no   matter   how   you   spell  it   ,   it     's  still   a   mistake   to   go   see  it  ."
Negative,-1,-2, What     could  and  should   have   been    biting  and  droll     is  instead    a   tepid  waste   of    time  and  talent  .
Negative,-1,-1,"    What  will  ,   most  likely  ,     turn  out   to   be    the    most  repellent  movie   of  2002  ."
